TopicArea,DatasetName,DataSource,Creator/Publisher,size(MB),Availability,DatePublished,LastUpdateDate,DataSetCharastrestic,MisingValues,Instances,NumberOfAtributes,ListOfAtributes,URL,Citation,Unnamed: 15
Diabetes Patients,CLAIMS SERVICING DIABETES PATIENTS BY RECIPIENT LOCATION,State of Indiana,Indiana Management Performance Hub,138.3 KiB,Free,2017-10-12,2019-05-08,CSV,No,3000.0,6,"Zip_Code	numeric		
total_number_of_recipients	numeric		
total_number_of_claims	numeric		
total_dollar_amount_of_claims	numeric		
total_number_of_providers	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/b787840c-5d43-497c-9615-17b9693a1dd2/resource/108824d6-555d-4d94-b824-ac3d8edc2687/download/claims_servicing_diabetes_patients_by_recipient_location.csv,https://hub.mph.in.gov/dataset/claims-servicing-diabetes-patients-by-recipient-location/resource/108824d6-555d-4d94-b824-ac3d8edc2687#:~:text=CLAIMS%20SERVICING%20DIABETES%20PATIENTS%20BY...
Diabetes Patients,CLAIMS SERVICING DIABETES PATIENTS BY RECIPIENT RACE AND GENDER,State of Indiana,Indiana Management Performance Hub,4.8 KiB,Free,2017-10-12,2019-05-08,CSV,No,70.0,6,"YEAR	numeric		
RACE	text		
GENDER	text		
TOTAL NUMBER OF RECIPIENTS	numeric		
TOTAL NUMBER OF CLAIMS	numeric		
TOTAL DOLLAR AMOUNT OF CLAIMS	numeric",,https://hub.mph.in.gov/dataset/5f562eed-c2b1-46c7-8561-8785eeda19ff/resource/1958924c-2dba-4b5f-aeea-73373bf09058/download/claims_servicing_diabetes_patients_by_recipient_race_and_gender.csv,https://hub.mph.in.gov/dataset/claims-servicing-diabetes-patients-by-recipient-race-and-gender/resource/1958924c-2dba-4b5f-aeea-73373bf09058#:~:text=CLAIMS%20SERVICING%20DIABETES%20PATIENTS%20BY...
Diabetes Patients,CLAIMS SERVICING DIABETES PATIENTS BY PROVIDER,State of Indiana,Indiana Management Performance Hub,13.5 MiB,Free,2017-10-12,2019-05-08,CSV,No,42000.0,15,"provider_npi	numeric		
Provider_id	text		
provider_name	text		
provider_address_street_line_1	text		
provider_address_street_line_2	text		
Provider_address_city	text		
provider_address_state	text		
provider_address_zip_code	numeric		
provider_geocode_latitude	numeric		
provider_geocode_longitude	numeric		
Service_provider_specialties	text		
total_number_of_recipients	numeric		
total_number_of_claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric",,https://hub.mph.in.gov/dataset/cb597222-70ae-467a-be65-e16894b2b6ce/resource/c67aa733-7cbd-4d90-90ef-b6b867b93156/download/claims_servicing_diabetes_patients_by_provider.csv,https://hub.mph.in.gov/dataset/claims-servicing-diabetes-patients-by-provider/resource/c67aa733-7cbd-4d90-90ef-b6b867b93156#:~:text=CLAIMS%20SERVICING%20DIABETES%20PATIENTS%20BY%20PROVIDER%20DATASET
Emergency Visit,EMERGENCY VISIT CLAIMS BY PROVIDER AND RECIPIENT AGE GROUP,State of Indiana,Indiana Management Performance Hub,114.4 KiB,Free,2017-10-14,2019-05-06,CSV,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/8b5809b1-0cce-40b6-9192-aececec4a5a5/resource/3d894ee0-3448-463d-b4c4-eeadf330d75d/download/emergency_visit_claims_by_provider_and_recipient_age_group_metadata.xlsx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-provider-and-recipient-age-group/resource/3d894ee0-3448-463d-b4c4-eeadf330d75d#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20PROVIDER%20AND...
Emergency Visit,EMERGENCY VISIT CLAIMS BY RECIPIENT ZIP CODE AND AGE GROUP,State of Indiana,Indiana Management Performance Hub,114.2 KiB,Free,2017-10-14,2019-05-06,XLSX,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/dc5c48e7-b1ef-4a73-a751-504aaceda0c2/resource/f78a5a59-fefb-412d-9c6e-5232508046b0/download/emergency_visit_claims_by_recipient_zip_code_and_age_group_metadata.xlsx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-recipient-zip-code-and-age-group/resource/f78a5a59-fefb-412d-9c6e-5232508046b0#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20RECIPIENT%20ZIP%20CODE...
Emergency Visit,EMERGENCY VISIT CLAIMS BY DIAGNOSIS CODE AND RECIPIENT AGE GROUP,State of Indiana,Indiana Management Performance Hub,114.1 KiB,Free,2017-10-14,2019-05-06,XLSX,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/904ce0f0-7085-4f22-9dd7-8936570296c2/resource/6f264398-12e6-4d6e-8ae7-4f19d9816a2b/download/emergency_visit_claims_by_diagnosis_code_and_age_group_metadata.xlsx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-diagnosis-code-for-and-age-group/resource/6f264398-12e6-4d6e-8ae7-4f19d9816a2b#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20DIAGNOSIS%20CODE%20AND...
Emergency Visit,"EMERGENCY VISIT CLAIMS BY RECIPIENT RACE, GENDER, AND AGE GROUP",State of Indiana,Indiana Management Performance Hub,114.2 KiB,Free,2017-10-14,2019-05-06,XLSX,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/bb433d0e-6487-4462-aa05-00670690888e/resource/c9917721-463c-4121-a06c-8727f78441d2/download/emergency_visit_claims_by_recipient_race_gender_and_age_group_metadata.xlsx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-recipient-race-gender-and-age-group/resource/c9917721-463c-4121-a06c-8727f78441d2#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20RECIPIENT%20RACE%2C
Emergency Visit,"EMERGENCY VISIT CLAIMS BY RECIPIENT RACE, GENDER, AND AGE GROUP",State of Indiana,Indiana Management Performance Hub,114.2 KiB,Free,2017-10-14,2019-05-06,XLSX,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/bb433d0e-6487-4462-aa05-00670690888e/resource/c9917721-463c-4121-a06c-8727f78441d2/download/emergency_visit_claims_by_recipient_race_gender_and_age_group_metadata.xlsxx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-recipient-race-gender-and-age-group/resource/c9917721-463c-4121-a06c-8727f78441d2#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20RECIPIENT%20RACE%2C
Emergency Visit,"EMERGENCY VISIT CLAIMS BY RECIPIENT RACE, GENDER, AND AGE GROUP",State of Indiana,Indiana Management Performance Hub,114.2 KiB,Free,2017-10-14,2019-05-06,XLSX,No,1.0,10,organization-Dataset ID- Title-Description- group- Topic- Program- Tags- Department- Modified,,https://hub.mph.in.gov/dataset/bb433d0e-6487-4462-aa05-00670690888e/resource/c9917721-463c-4121-a06c-8727f78441d2/download/emergency_visit_claims_by_recipient_race_gender_and_age_group_metadata.xlsx,https://hub.mph.in.gov/dataset/emergency-visit-claims-by-recipient-race-gender-and-age-group/resource/c9917721-463c-4121-a06c-8727f78441d2#:~:text=EMERGENCY%20VISIT%20CLAIMS%20BY%20RECIPIENT%20RACE%2C
Covid-19,COVID-19 LTC WEEKLY CASE/DEATH TRENDS,IDOH - Redcap,Indiana Department of Health,10.3 KiB,Free,2020-11-20,2022-05-04,XLSX,No,166.0,6,"report_date	timestamp		
case_type	text		
new_confirmed_cases	numeric		
total_confirmed_cases	numeric		
new_confirmed_deaths	numeric		
total_confirmed_deaths	numeric",,https://hub.mph.in.gov/dataset/00fabb14-dd1a-4d0a-83be-7f8f6ac5fe6c/resource/f0f780dd-002d-4a87-8f98-b3d3ce86f927/download/ltc_weekly_state.xlsx,"https://hub.mph.in.gov/dataset/covid-19-ltc-weekly-case-death-trends#:~:text=Activity%20Stream-,COVID%2D19%20LTC%20WEEKLY%20CASE/DEATH%20TRENDS,-NOTE%20regarding%20cessation"
Covid-19,COVID-19 VACCINATIONS BY ZIP,CHIRP,Indiana Department of Health,22.7 KiB,Free,2021-03-23,2021-03-23,CSV,No,775.0,6,"zip_cd	numeric		
single_dose_administered	text		
all_doses_administered	text		
fully_vaccinated	text		
booster_dose_administered	text		
eligible_population	numeric",,https://hub.mph.in.gov/dataset/d0cb45af-c9de-40f5-9394-de367c17a7a1/resource/c496b384-f543-417e-912f-995caebf5fc0/download/vaccinations-by-zip-with-population.csv,"https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-zip/resource/c496b384-f543-417e-912f-995caebf5fc0#:~:text=Data%20API-,VACCINATIONS%20BY%20ZIP%20WITH%20POPULATION,-URL%3A%20https"
Covid-19,COUNTY VACCINATIONS BY DATE,IDOH - CHIRP,Indiana Department of Health,4.5 MiB,Free,2023-03-15,2023-03-15,CSV,No,81000.0,10,"date	timestamp		
county	text		
region	text		
fips	text		
single_dose_administered	numeric		
all_doses_administered	numeric		
fully_vaccinated	numeric		
booster_dose_administered	numeric		
second_booster_dose_administered	numeric		
current_as_of	timestamp",,https://hub.mph.in.gov/dataset/c484a6a3-2f32-4af9-8e02-c98801c3454f/resource/0d19c96d-01dd-40c6-9323-5af5b98b572b/download/county-vaccinations-by-date.csv,"https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-date/resource/0d19c96d-01dd-40c6-9323-5af5b98b572b#:~:text=Data%20API-,COUNTY%20VACCINATIONS%20BY%20DATE,-URL%3A%20https"
Covid-19,COUNTY VACCINATIONS BY DATE (DATA DICTIONARY),IDOH - CHIRP,Indiana Department of Health,9.6 KiB,Free,2023-03-16,2023-03-16,XLSX,No,10.0,2,"Field Name	text		
Field Description	text",,https://hub.mph.in.gov/dataset/c484a6a3-2f32-4af9-8e02-c98801c3454f/resource/208df242-afd5-41ff-a4ea-8fb44d46267b/download/county-vaccination-by-date-data-dictionary.xlsx,https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-date/resource/208df242-afd5-41ff-a4ea-8fb44d46267b#:~:text=COUNTY%20VACCINATIONS%20BY%20DATE%20(DATA%20DICTIONARY)
Covid-19,03/15/2023: HISTORICAL COUNTY VACCINATIONS BY DATE,IDOH - CHIRP,Indiana Department of Health,5.3 MiB,Free,2023-03-16,2023-03-16,CSV,No,76000.0,17,"date	timestamp		
county	text		
region	text		
fips	text		
single_dose_administered	numeric		
all_doses_administered	numeric		
fully_vaccinated	numeric		
booster_dose_administered	numeric		
second_booster_dose_administered	numeric		
new_first_dose_administered	numeric		
new_second_dose_administered	numeric		
new_single_dose_administered	numeric		
new_all_doses_administered	numeric		
new_fully_vaccinated	numeric		
new_booster_dose_administered	numeric		
new_second_booster_dose_administered	numeric		
current_as_of	timestamp",,https://hub.mph.in.gov/dataset/c484a6a3-2f32-4af9-8e02-c98801c3454f/resource/0f93f21d-d019-4112-b758-de6b378a06ac/download/county-vaccinations-by-date_historical.csv,https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-date/resource/0f93f21d-d019-4112-b758-de6b378a06ac#:~:text=03/15/2023%3A%20HISTORICAL%20COUNTY%20VACCINATIONS%20BY%20DATE
Covid-19,03/15/2023: HISTORICAL COUNTY VACCINATIONS BY...,IDOH - CHIRP,Indiana Department of Health,9.8 KiB,Free,2023-03-16,2023-03-16,XLSX,No,15.0,2,"Field Name	text		
Field Description	text",,https://hub.mph.in.gov/dataset/c484a6a3-2f32-4af9-8e02-c98801c3454f/resource/32ded410-2f20-422b-a4f7-cd579f8e91cc/download/county-vaccination-by-date-data-dictionary_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-date/resource/32ded410-2f20-422b-a4f7-cd579f8e91cc#:~:text=03/15/2023%3A%20HISTORICAL%20COUNTY%20VACCINATIONS%20BY...
Covid-19,HISTORICAL COUNTY VACCINATIONS BY DATE,IDOH - CHIRP,Indiana Department of Health,4.3 MiB,Free,2022-08-19,2022-08-19,CSV,No,58000.0,19,"date	timestamp		
county	text		
region	text		
fips	text		
first_dose_administered	numeric		
second_dose_administered	numeric		
single_dose_administered	numeric		
all_doses_administered	numeric		
fully_vaccinated	numeric		
booster_dose_administered	numeric		
second_booster_dose_administered	numeric		
new_first_dose_administered	numeric		
new_second_dose_administered	numeric		
new_single_dose_administered	numeric		
new_all_doses_administered	numeric		
new_fully_vaccinated	numeric		
new_booster_dose_administered	numeric		
new_second_booster_dose_administered	numeric		
current_as_of	timestamp",,https://hub.mph.in.gov/dataset/c484a6a3-2f32-4af9-8e02-c98801c3454f/resource/504f0438-6241-4ce8-99ea-59eddc76a178/download/historical-county-vaccinations-by-date.csv,https://hub.mph.in.gov/dataset/covid-19-vaccinations-by-date/resource/504f0438-6241-4ce8-99ea-59eddc76a178#:~:text=HISTORICAL%20COUNTY%20VACCINATIONS%20BY%20DATE
Covid-19,COVID-19 VACCINATION DEMOGRAPHICS BY COUNTY AND DISTRICT,IDOH - CHIRP,Indiana Department of Health,Free,155.7 KiB,2021-01-27,2023-04-26,XLSX,No,2000.0,13,"county	text		
region	numeric		
fips	numeric		
age_group	text		
single_dose_administered	text		
all_doses_administered	text		
fully_vaccinated	text		
booster_dose_administered	text		
new_single_dose_administered	text		
new_all_doses_administered	text		
new_fully_vaccinated	text		
new_booster_dose_administered	text		
current_as_of	timestamp",https://hub.mph.in.gov/dataset/145a43b2-28e5-4bf1-ad86-123d07fddb55/resource/82d99020-093f-41ac-95c7-d3c335b8c2ba/download/county-vaccination-demographics.xlsx,"https://hub.mph.in.gov/dataset/covid-19-vaccinations-demographics-by-county-and-district/resource/82d99020-093f-41ac-95c7-d3c335b8c2ba#:~:text=Data%20API-,COVID%2D19%20COUNTY%20VACCINATION%20DEMOGRAPHICS,-URL%3A%20https",
Covid-19,COVID-19 COUNTY VACCINATION DEMOGRAPHICS,IDOH - CHIRP,Indiana Department of Health,Free,155.7 KiB,2021-01-27,2023-04-26,XLSX,No,2000.0,13,"county	text		
region	numeric		
fips	numeric		
age_group	text		
single_dose_administered	text		
all_doses_administered	text		
fully_vaccinated	text		
booster_dose_administered	text		
new_single_dose_administered	text		
new_all_doses_administered	text		
new_fully_vaccinated	text		
new_booster_dose_administered	text		
current_as_of	timestamp",https://hub.mph.in.gov/dataset/145a43b2-28e5-4bf1-ad86-123d07fddb55/resource/82d99020-093f-41ac-95c7-d3c335b8c2ba/download/county-vaccination-demographics.xlsx,"https://hub.mph.in.gov/dataset/covid-19-vaccinations-demographics-by-county-and-district/resource/82d99020-093f-41ac-95c7-d3c335b8c2ba#:~:text=Data%20API-,COVID%2D19%20COUNTY%20VACCINATION%20DEMOGRAPHICS,-URL%3A%20https",
,SDOH SURVEY RESPONSES BY RETURNING CITIZENS FROM MEDICAID APPLICATION,"DOC, FSSA",Indiana Family and Social Services Administration,Free,361 bytes,2022-08-19,2022-08-19,CSV,No,3.0,11,-,https://hub.mph.in.gov/dataset/2df4f73e-600f-4884-a527-3ac3973505fb/resource/f09073d9-f3c8-4afb-ad58-738e5168a694/download/sdoh-survey-responses-by-returning-citizens-from-medicaid-application.csv,https://hub.mph.in.gov/dataset/sdoh-survey-responses-by-returning-citizens-from-medicaid-application/resource/f09073d9-f3c8-4afb-ad58-738e5168a694#:~:text=SDOH%20SURVEY%20RESPONSES%20BY%20RETURNING%20CITIZENS...,
Covid-19,COVID-19 LTC DAILY CASE/DEATH TRENDS,IDOH - Redcap,Management Performance Hub,Free,24.1 KiB,2020-12-15,2022-05-04,XLSX,No,729.0,5,"event_date	timestamp		
total_confirmed_cases_resident	numeric		
total_confirmed_deaths_resident	numeric		
total_confirmed_cases_staff	numeric		
total_confirmed_deaths_staff	numeric",https://hub.mph.in.gov/dataset/67c549c5-2da6-4ec4-84c3-9fee00995d17/resource/02b18b38-8feb-42b9-8115-f8b2907580c4/download/ltc_daily_state.xlsx,"https://hub.mph.in.gov/dataset/covid-19-ltc-daily-case-death-trends/resource/02b18b38-8feb-42b9-8115-f8b2907580c4#:~:text=Data%20API-,COVID%2D19%20LTC%20DAILY%20CASE/DEATH%20TRENDS,-URL%3A%20https",
Covid-19,COVID-19 CASE DEMOGRAPHICS DAILY TREND,IDOH - NBS,Indiana State Department of Health,Free,625.9 KiB,2023-03-16,2023-03-16,XLSX,No,3000.0,5,"DATE	timestamp		
ETHNICITY	text		
COVID_TEST	numeric		
COVID_COUNT	numeric		
COVID_DEATHS	numeric",https://hub.mph.in.gov/dataset/20ba5164-0e66-4663-8d91-0492968b7107/resource/8bab2981-bd91-4be4-9f15-8889b25cd95f/download/covid_report_demographics_trend_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-case-demographics-daily-trend/resource/8bab2981-bd91-4be4-9f15-8889b25cd95f#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20CASE...,
Covid-19,03/15/2023: HISTORICAL COVID-19 CASE...,IDOH - NBS,Indiana State Department of Health,Free,9.1 KiB,2023-03-16,2023-03-16,XLSX,No,8.0,2,"Field Name	text		
Field Description	text",https://hub.mph.in.gov/dataset/20ba5164-0e66-4663-8d91-0492968b7107/resource/03577ff1-b759-43b2-b609-a1658fc6f4d1/download/covid-19_case_demographics_trend_datadictionary_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-case-demographics-daily-trend/resource/03577ff1-b759-43b2-b609-a1658fc6f4d1#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20CASE...,
Death Rate,NCHS - Death rates and life expectancy at birth,NCHS/DVS,National Center for Health Statistics,Free,53 KiB,2015-07-09,2022-03-30,CSV,No,1071.0,5,"Average life expectancy, age-adjusted death rate by sex, race and year",https://data.cdc.gov/NCHS/NCHS-Death-rates-and-life-expectancy-at-birth/w9j2-ggv5/explore,"https://data.cdc.gov/NCHS/NCHS-Death-rates-and-life-expectancy-at-birth/w9j2-ggv5#:~:text=Search-,NCHS%20%2D%20Death%20rates%20and%20life%20expectancy%20at%20birth,-NCHS",
Death Rates And Life Expectancy,NCHS - Death rates and life expectancy at birth,NCHS/DVS,National Center for Health Statistics,Free,-,2017-07-20,2023-04-12,CSV,No,2640.0,6,"Monthly number of live births, deaths, or infant deaths",https://data.cdc.gov/NCHS/VSRR-State-and-National-Provisional-Counts-for-Liv/hmz2-vwda/explore,https://data.cdc.gov/NCHS/VSRR-State-and-National-Provisional-Counts-for-Liv/hmz2-vwda/explore,
Chronic Conditions Prevalence Estimates,NHANES Select Chronic Conditions Prevalence Estimates,NCHS/DVS,National Center for Health Statistics,Free,-,2015-07-09,2020-09-08,CSV,No,1071.0,5,"Average life expectancy, age-adjusted death rate by sex, race and year",https://data.cdc.gov/NCHS/NCHS-Death-rates-and-life-expectancy-at-birth/w9j2-ggv5/explore,NCHS - Death rates and life expectancy at birth,
Covid-19,COVID-19 Case Surveillance Public Use Data with Geography,"CDC Data, Analytics and Visualization Task Force",CDC,Free,-,2021-02-03,2023-04-11,online table,No,97.8,19,--,"https://data.cdc.gov/Case-Surveillance/COVID-19-Case-Surveillance-Public-Use-Data-with-Ge/n8mc-b4w4#:~:text=Sign%20In-,COVID%2D19%20Case%20Surveillance%20Public%20Use%20Data%20with%20Geography,-Case%20Surveillance","Centers for Disease Control and Prevention, COVID-19 Response. COVID-19 Case Surveillance Public Use Data with Geography (version date: April 06, 2023).",
